id,word,meaning,furigana,romaji,level,frequency,difficulty
362,濯ぐ,to rinse; to wash out,すすぐ,susugu,1,0.0,12.3
363,沈黙,silence; reticence,ちんもく,chinmoku,1,3.92,8.38
364,沈殿,precipitation; settlement,ちんでん,chinden,1,2.81,9.49
365,偖,well; now; then,さて,sate,1,0.0,12.3
366,始末,management; dealing; settlement; cleaning up afterwards,しまつ,shimatsu,1,3.99,8.31
367,でかい,huge,,dekai,1,4.25,8.05
368,着色,colouring; coloring,ちゃくしょく,chakushoku,1,3.53,8.770000000000001
369,任命,appointment; nomination; ordination; commission; designation,にんめい,ninmei,1,3.83,8.47
370,衆議院,Lower House; House of Representatives,しゅうぎいん,shūgiin,1,3.82,8.48
371,判決,judicial decision; judgement; sentence; decree,はんけつ,hanketsu,1,4.37,7.930000000000001
372,主導,main leadership,しゅどう,shudō,1,4.06,8.240000000000002
373,折り返す,to turn up; to fold back,おりかえす,orikaesu,1,2.8,9.5
374,一息,puffy; a breath; a pause; an effort,ひといき,hitoiki,1,3.52,8.780000000000001
375,クレーン,crane,,kurēn,1,3.61,8.690000000000001
376,契る,to pledge; to promise; to swear,ちぎる,chigiru,1,1.18,11.120000000000001
377,カーペット,carpet,,kāpetto,1,3.57,8.73
378,傑,excellence,けつ,ketsu,1,3.15,9.15
379,切ない,painful; trying; oppressive; suffocating,せつない,setsunai,1,3.65,8.65
380,守備,defense,しゅび,shubi,1,4.0,8.3
381,愚か,foolish; stupid,おろか,oroka,1,3.95,8.350000000000001
382,脅かす,to threaten; to coerce,おどかす,odokasu,1,3.46,8.84
383,当たり,hit; success; reaching the mark; per ...; vicinity; neighborhood,あたり,atari,1,4.59,7.710000000000001
384,戦,war; battle; campaign; fight,いくさ,ikusa,1,5.14,7.160000000000001
385,不振,dullness; depression; slump; stagnation,ふしん,fushin,1,3.4,8.9
386,便宜,convenience; accommodation; advantage; expedience,べんぎ,bengi,1,3.39,8.91
387,涸れる,to dry up; to run out,かれる,kareru,1,1.2,11.100000000000001
388,手数,number of moves; trouble,てかず,tekazu,1,3.01,9.290000000000001
389,絡む,to entangle; to entwine,からむ,karamu,1,3.78,8.520000000000001
390,興奮,excitement; stimulation; agitation; arousal,こうふん,kōfun,1,4.66,7.640000000000001
391,伝言,verbal message; rumor; word,つてごと,tsutegoto,1,3.44,8.860000000000001
392,何気ない,casual; unconcerned,なにげない,nanigenai,1,3.18,9.120000000000001
393,趣旨,object; meaning,しゅし,shushi,1,3.91,8.39
394,原書,original document,げんしょ,gensho,1,2.67,9.63
395,感染,infection; contagion,かんせん,kansen,1,4.68,7.620000000000001
396,打ち合わせる,to knock together; to arrange,うちあわせる,uchiawaseru,1,2.73,9.57
397,苛々,getting nervous; irritation,いらいら,iraira,1,2.98,9.32
398,難い,difficult; hard,かたい,katai,1,3.93,8.370000000000001
399,錯覚,optical illusion; hallucination,さっかく,sakkaku,1,3.65,8.65
400,万,many; all,ばん,ban,1,5.72,6.580000000000001
401,堪える,to bear; to stand; to endure; to put up with; to support; to withstand; to resist; to brave; to be fit for; t,こたえる,kotaeru,1,3.03,9.270000000000001
402,碌な,satisfactory; decent,ろくな,rokuna,1,2.58,9.72
403,梯子,ladder; stairs,ていし,teishi,1,3.29,9.010000000000002
404,信任,trust; confidence; credence,しんにん,shinnin,1,3.15,9.15
405,歩む,to walk; to go on foot,あゆむ,ayumu,1,3.42,8.88
406,織,weave; weaving; woven item,おり,ori,1,3.89,8.41
407,国定,state-sponsored; national,こくてい,kokutei,1,2.69,9.610000000000001
408,斑,spots; speckles; mottles,ぶち,buchi,1,3.43,8.870000000000001
409,行員,bank clerk,こういん,kōin,1,2.69,9.610000000000001
410,チームワーク,teamwork,,chīmuwāku,1,3.25,9.05
411,制,system; organization; imperial command; laws; regulation; control; government; suppression; restraint; holdin,せい,sei,1,4.81,7.490000000000001
412,際,edge; brink; verge; side,きわ,kiwa,1,5.18,7.120000000000001
413,ぶら下げる,to hang; to suspend; to dangle; to swing,ぶらさげる,burasageru,1,2.49,9.81
414,一人,one person,いちにん,ichinin,1,5.96,6.340000000000001
415,面皰,pimple; acne,にきび,nikibi,1,1.25,11.05
416,ソックス,socks,,sokkusu,1,3.75,8.55
417,等,et cetera; etc.; and the like,とう,tō,1,5.41,6.890000000000001
418,お蔭様で,Thanks to god; thanks to you,おかげさまで,okagesamade,1,1.55,10.75
419,セレモニー,ceremony,,seremonī,1,3.34,8.96
420,出生,birth,しゅっしょう,shusshō,1,3.83,8.47
421,ナイター,game under lights (e.g. baseball) (lit: nighter); night game,,naitā,1,3.07,9.23
422,滅亡,downfall; ruin; collapse; destruction,めつぼう,metsubō,1,3.86,8.440000000000001
423,くっ付ける,to attach,くっつける,kuttsukeru,1,4.0,8.3
424,今晩は,good evening,こんばんは,konbanha,1,3.74,8.56
425,炭素,carbon (C),たんそ,tanso,1,3.73,8.57
426,善し悪し,good or bad; merits or demerits; quality; suitability,よしあし,yoshiashi,1,2.54,9.760000000000002
427,蕾,bud; flower bud,つぼみ,tsubomi,1,3.3,9.0
428,円滑,harmony; smoothness,えんかつ,enkatsu,1,3.38,8.920000000000002
429,発病,attack (disease),はつびょう,hatsubyō,1,3.03,9.270000000000001
430,執着,attachment; adhesion; tenacity,しゅうじゃく,shūjaku,1,3.69,8.610000000000001
431,ちょくちょく,often; frequently; now and then; occasionally,,chokuchoku,1,3.53,8.770000000000001
432,未婚,unmarried,みこん,mikon,1,3.52,8.780000000000001
433,嬢,young woman,じょう,jō,1,4.37,7.930000000000001
434,ホール,hall; hole,,hōru,1,4.51,7.790000000000001
435,頑丈,solid; firm; stout; burly; strong; sturdy,がんじょう,ganjō,1,3.71,8.59
436,号,number; issue,ごう,gō,1,5.19,7.11
437,抑圧,check; restraint; oppression; suppression,よくあつ,yokuatsu,1,3.58,8.72
438,インテリ,egghead; intelligentsia,,interi,1,3.26,9.040000000000001
439,種々,variety,くさぐさ,kusagusa,1,3.14,9.16
440,カット,cut; cutting,,katto,1,4.57,7.73
441,素材,raw materials; subject matter,そざい,sozai,1,4.56,7.740000000000001
442,決まり悪い,feeling awkward; being ashamed,きまりわるい,kimariwarui,1,4.29,8.010000000000002
443,敏感,sensibility; susceptibility; sensitive (to); well attuned to,びんかん,binkan,1,3.9,8.4
444,旧事,past events; bygones,くじ,kuji,1,4.75,7.550000000000001
445,一別,parting,いちべつ,ichibetsu,1,5.32,6.98
446,公然,open (e.g. secret); public; official,こうぜん,kōzen,1,3.48,8.82
447,粗筋,outline; summary,あらすじ,arasuji,1,1.97,10.33
448,生計,livelihood; living,せいけい,seikei,1,3.43,8.870000000000001
449,冷淡,coolness; indifference,れいたん,reitan,1,2.95,9.350000000000001
450,此の,this,この,kono,1,3.39,8.91
451,多様,diversity; variety,たよう,tayō,1,4.39,7.910000000000001
452,遣り通す,to carry through; to achieve; to complete,やりとおす,yaritōsu,1,2.51,9.790000000000001
453,窒息,suffocation,ちっそく,chissoku,1,3.46,8.84
454,零す,to spill,こぼす,kobosu,1,1.53,10.770000000000001
455,饂飩,noodles (Japanese),うどん,udon,1,2.15,10.15
456,インターチェンジ,interchange,,intāchenji,1,2.81,9.49
457,憂鬱,depression; melancholy; dejection; gloom,ゆううつ,yūutsu,1,3.71,8.59
458,脚本,scenario,きゃくほん,kyakuhon,1,4.15,8.15
459,レース,race; lace,,rēsu,1,4.76,7.540000000000001
460,良識,good sense,りょうしき,ryōshiki,1,3.36,8.940000000000001
461,女史,Ms.,じょし,joshi,1,3.05,9.25
462,幕,curtain; bunting; act (in play),とばり,tobari,1,4.15,8.15
463,供,offer; present; submit; serve (a meal); supply,きょう,kyō,1,3.59,8.71
464,至って,very much; exceedingly; extremely,いたって,itatte,1,3.14,9.16
465,配分,distribution; allotment,はいぶん,haibun,1,3.73,8.57
466,発作,fit; spasm,ほっさ,hossa,1,3.8,8.5
467,さん,Mr or Mrs,,san,1,6.07,6.23
468,教材,teaching materials,きょうざい,kyōzai,1,3.84,8.46
469,凡そ,about; roughly; as a rule; approximately,およそ,oyoso,1,2.46,9.84
470,付録,appendix; supplement,ふろく,furoku,1,3.79,8.510000000000002
471,密接,related; connected; close; intimate,みっせつ,missetsu,1,3.6,8.700000000000001
472,故人,the deceased; old friend,こじん,kojin,1,3.59,8.71
473,ヶ月,#NAME?,かげつ,kagetsu,1,5.07,7.23
474,魂,soul; spirit,こん,kon,1,4.75,7.550000000000001
475,カルテ,(de:) (n) clinical records (de: Karte),,karute,1,3.41,8.89
476,慣行,customary practice; habit; traditional event,かんこう,kankō,1,2.96,9.34
477,急かす,to hurry; to urge on,せかす,sekasu,1,2.29,10.010000000000002
478,役職,post; managerial position; official position,やくしょく,yakushoku,1,3.67,8.63
479,備わる,to be furnished with; to be endowed with; to possess; to be among; to be one of; to be possessed of,そなわる,sonawaru,1,2.46,9.84
480,山腹,hillside; mountainside,さんぷく,sanpuku,1,2.75,9.55
481,突く,1.  to thrust; to strike; to attack; 2.  to poke; to nudge; to pick at,つつく,tsutsuku,1,3.42,8.88
482,見落とす,to overlook; to fail to notice,みおとす,miotosu,1,2.36,9.940000000000001
483,真上,just above; right overhead,まうえ,maue,1,3.25,9.05
484,アルカリ,alkali,,arukari,1,3.28,9.020000000000001
485,財,fortune; riches,ざい,zai,1,3.86,8.440000000000001
486,肉親,blood relationship; blood relative,にくしん,nikushin,1,2.94,9.360000000000001
487,所々,here and there; some parts (of something),しょしょ,shosho,1,3.33,8.97
488,皺,wrinkles; creases,しわ,shiwa,1,3.01,9.290000000000001
489,関税,customs; duty; tariff,かんぜい,kanzei,1,3.75,8.55
490,納まる,to be obtained; to end; to settle into; to fit into; to be settled; to be paid; to be delivered,おさまる,osamaru,1,2.45,9.850000000000001
491,憎しみ,hatred,にくしみ,nikushimi,1,3.72,8.58
492,油絵,oil painting,あぶらえ,aburae,1,3.07,9.23
493,がる,feel,,garu,1,4.58,7.720000000000001
494,若し,if; in case; supposing,もし,moshi,1,2.17,10.13
495,不可欠,indispensable; essential,ふかけつ,fukaketsu,1,3.79,8.510000000000002
496,チェンジ,change,,chenji,1,3.98,8.32
497,正解,correct; right; correct interpretation (answer  solution),せいかい,seikai,1,4.46,7.840000000000001
498,弾く,to flip; to snap,はじく,hajiku,1,3.69,8.610000000000001
499,像,statue; image; figure; picture; portrait,ぞう,zō,1,4.43,7.870000000000001
500,照り返す,to reflect; to throw back light,てりかえす,terikaesu,1,0.0,12.3
501,非,faulty-; non-,ひ,hi,1,4.91,7.390000000000001
502,深める,to deepen; to heighten; to intensify,ふかめる,fukameru,1,3.4,8.9
503,丘陵,hill,きゅうりょう,kyūryō,1,3.16,9.14
504,協定,arrangement; pact; agreement,きょうてい,kyōtei,1,4.14,8.16
505,周,circuit; lap; circumference; vicinity; Chou (dynasty),しゅう,shū,1,5.0,7.300000000000001
506,転居,moving; changing residence,てんきょ,tenkyo,1,3.38,8.920000000000002
507,凌ぐ,to outdo; to surpass; to endure; to keep out (rain); to stave off; to tide over; to pull through; to defy; t,しのぐ,shinogu,1,3.01,9.290000000000001
508,花壇,flower bed,かだん,kadan,1,3.1,9.200000000000001
509,埋め込む,to bury,うめこむ,umekomu,1,3.05,9.25
510,縁談,marriage proposal; engagement,えんだん,endan,1,2.75,9.55
511,楽譜,score (music),がくふ,gakufu,1,3.74,8.56
512,赤ちゃん,baby; infant,あかちゃん,akachan,1,4.56,7.740000000000001
513,膨脹,expansion; swelling; increase; growth,ぼうちょう,bōchō,1,1.78,10.520000000000001
514,補給,supply; supplying; replenishment,ほきゅう,hokyū,1,4.16,8.14
515,殴る,to strike; to hit,なぐる,naguru,1,3.85,8.450000000000001
516,人情,humanity; empathy; kindness; sympathy; human nature; common sense; customs and manners,にんじょう,ninjō,1,3.39,8.91
517,待望,expectant waiting,たいぼう,taibō,1,3.61,8.690000000000001
518,誤る,to make a mistake,あやまる,ayamaru,1,3.04,9.260000000000002
519,据える,to set (table); to lay (foundation); to place (gun); to apply (moxa),すえる,sueru,1,2.96,9.34
520,高原,tableland; plateau,こうげん,kōgen,1,3.67,8.63
521,慌ただしい,busy; hurried; confused; flurried,あわただしい,awatadashii,1,2.61,9.690000000000001
522,和風,Japanese style,わふう,wafū,1,3.73,8.57
523,他方,another side; different direction; (on) the other hand,たほう,tahō,1,3.48,8.82
524,観衆,spectators; onlookers; members of the audience,かんしゅう,kanshū,1,3.29,9.010000000000002
525,コミュニケーション,communication,,komynikēshon,1,4.31,7.990000000000001
526,一日,"(1) one day, (2) first of month",いちじつ,ichijitsu,1,5.9,6.4
527,苛める,to tease; to torment; to persecute; to chastise,いじめる,ijimeru,1,2.0,10.3
528,一言,single word,いちげん,ichigen,1,4.46,7.840000000000001
529,協会,association; society; organization,きょうかい,kyōkai,1,4.56,7.740000000000001
530,改悪,deterioration; changing for the worse,かいあく,kaiaku,1,3.15,9.15
531,訴え,lawsuit; complaint,うったえ,uttae,1,4.38,7.920000000000001
532,喋る,to talk; to chat; to chatter,しゃべる,shaberu,1,3.96,8.34
533,文書,document; writing; letter; note; records; archives,ぶんしょ,bunsho,1,4.48,7.82
534,任す,to entrust; to leave to a person,まかす,makasu,1,2.17,10.13
535,尿,urine,にょう,nyō,1,4.03,8.27
536,崇拝,worship; adoration; admiration; cult,すうはい,sūhai,1,3.82,8.48
537,気立て,disposition; nature,きだて,kidate,1,2.18,10.120000000000001
538,負かす,to defeat,まかす,makasu,1,2.76,9.540000000000001
539,美,beauty,び,bi,1,4.96,7.340000000000001
540,爽やか,fresh; refreshing; invigorating; clear; fluent; eloquent,さわやか,sawayaka,1,3.96,8.34
541,反響,echo; reverberation; repercussion; reaction; influence,はんきょう,hankyō,1,3.79,8.510000000000002
542,進展,progress; development,しんてん,shinten,1,3.95,8.350000000000001
543,七日,seven days; the seventh day (of the month),なぬか,nanuka,1,4.65,7.65
544,体力,physical strength,たいりょく,tairyoku,1,4.35,7.950000000000001
545,悪日,unlucky day,あくび,akubi,1,0.0,12.3
546,梢,treetop,こずえ,kozue,1,2.84,9.46
547,出くわす,to happen to meet; to come across,でくわす,dekuwasu,1,2.86,9.440000000000001
548,部門,class; group; category; department; field; branch,ぶもん,bumon,1,4.43,7.870000000000001
549,滅ぼす,to destroy; to overthrow; to wreck; to ruin,ほろぼす,horobosu,1,3.52,8.780000000000001
550,仕立てる,to tailor; to make; to prepare; to train; to send (a messenger),したてる,shitateru,1,2.59,9.71
551,長官,chief; (government) secretary,ちょうかん,chōkan,1,4.48,7.82
552,周期,cycle; period,しゅうき,shūki,1,3.8,8.5
553,反感,antipathy; revolt; animosity,はんかん,hankan,1,3.43,8.870000000000001
554,主題,subject; theme; motif,しゅだい,shudai,1,3.5,8.8
555,剥げる,to come off; to be worn off; to fade; to discolor,はげる,hageru,1,1.67,10.63
556,溝,10^38; hundred undecillion (American); hundred sextillion (British),こう,kō,1,3.94,8.360000000000001
557,区,ward; district; section,く,ku,1,5.25,7.050000000000001
558,華美,pomp; splendor; gaudiness,かび,kabi,1,2.47,9.83
559,業績,achievement; performance; results; work; contribution,ぎょうせき,gyōseki,1,4.06,8.240000000000002
560,立方,dancing (geisha),たちかた,tachikata,1,2.85,9.450000000000001
561,異性,the opposite sex,いせい,isei,1,4.13,8.170000000000002
562,嵩張る,to be bulky; to be unwieldy; to grow voluminous,かさばる,kasabaru,1,2.01,10.290000000000001
563,洋風,western style,ようふう,yōfū,1,3.14,9.16
564,くっきり,distinctly; clearly; boldly,,kukkiri,1,3.4,8.9
565,個々,individual; one by one,ここ,koko,1,3.92,8.38
566,連中,colleagues; company; a lot,れんじゅう,renjū,1,4.7,7.6000000000000005
567,熱湯,boiling water,ねっとう,nettō,1,3.24,9.06
568,気軽,cheerful; buoyant; lighthearted,きがる,kigaru,1,4.67,7.630000000000001
569,竿,rod; pole (e.g. for drying laundry),さお,sao,1,3.57,8.73
570,呉れる,to give; to let one have; to do for one; to be given,くれる,kureru,1,2.19,10.110000000000001
571,従来,up to now; so far; traditional,じゅうらい,jūrai,1,4.41,7.890000000000001
572,折衷,compromise; cross; blending; eclecticism,せっちゅう,setchū,1,2.75,9.55
573,葦,reed; bulrush,よし,yoshi,1,3.34,8.96
574,見晴らし,view,みはらし,miharashi,1,2.86,9.440000000000001
575,薄弱,feebleness; weakness; weak,はくじゃく,hakujaku,1,2.53,9.770000000000001
576,公団,public corporation,こうだん,kōdan,1,2.78,9.520000000000001
577,催す,to hold (a meeting); to give (a dinner); to feel; to show signs of; to develop symptoms of; to feel (sick,もよおす,moyōsu,1,2.89,9.41
578,盗み,stealing,ぬすみ,nusumi,1,3.51,8.790000000000001
579,技,art; technique,わざ,waza,1,4.7,7.6000000000000005
